"Step","timelm_attention - train/accuracy","timelm_attention - train/accuracy__MIN","timelm_attention - train/accuracy__MAX","roberta-large_attention - train/accuracy","roberta-large_attention - train/accuracy__MIN","roberta-large_attention - train/accuracy__MAX","roberta-base_attention - train/accuracy","roberta-base_attention - train/accuracy__MIN","roberta-base_attention - train/accuracy__MAX","deberta-large_attention - train/accuracy","deberta-large_attention - train/accuracy__MIN","deberta-large_attention - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX","albert-xlarge_attention - train/accuracy","albert-xlarge_attention - train/accuracy__MIN","albert-xlarge_attention - train/accuracy__MAX","albert-large_attention - train/accuracy","albert-large_attention - train/accuracy__MIN","albert-large_attention - train/accuracy__MAX","albert-base_attention - train/accuracy","albert-base_attention - train/accuracy__MIN","albert-base_attention - train/accuracy__MAX"
"3007","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125"
"3008","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1"
"3009","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3010","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.96875","0.96875","0.96875"
"3011","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"3012","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3013","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875"
"3014","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
"3015","1","1","1","1","1","1","1","1","1","1","1","1","0.875","0.875","0.875","1","1","1","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"3016","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3017","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"3018","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"3019","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3020","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3021","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"3022","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3023","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3024","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.96875","0.96875","0.96875","1","1","1"
"3025","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"3026","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"3027","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3028","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"3029","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625"
"3030","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"3031","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3032","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3033","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"3034","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3035","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125"
"3036","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"3037","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3038","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1"
"3039","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3040","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"3041","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"3042","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"3043","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3044","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"3045","0.8125","0.8125","0.8125","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"3046","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875"
"3047","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"3048","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3049","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3050","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875"
"3051","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"3052","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"3053","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3054","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3055","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3056","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"3057","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3058","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"3059","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3060","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3061","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875"
"3062","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"3063","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3064","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3065","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3066","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3067","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3068","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3069","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"3070","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3071","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"3072","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.96875","0.96875","0.96875","1","1","1"
"3073","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3074","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375"
"3075","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.75","0.75","0.75"
"3076","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3077","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3078","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625"
"3079","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875"
"3080","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"3081","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3082","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3083","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3084","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"3085","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3086","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3087","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"3088","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3089","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"3090","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"3091","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3092","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3093","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625"
"3094","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"3095","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3096","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"3097","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"3098","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"3099","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","1","1","1","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3100","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375"
"3101","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"3102","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"3103","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"3104","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"3105","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"3106","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"3107","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
