"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"2894","0.75","0.75","0.75","1","1","1","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"2895","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2896","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2897","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2898","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2899","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2900","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"2901","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"2902","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"2903","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"2904","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2905","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2906","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875"
"2907","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"2908","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"2909","0.625","0.625","0.625","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2910","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2911","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"2912","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2913","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2914","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2915","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","1","1","1"
"2916","0.875","0.875","0.875","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"2917","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"2918","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"2919","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","1","1","1"
"2920","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","1","1","1"
"2921","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"2922","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2923","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.75","0.75","0.75"
"2924","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"2925","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2926","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2927","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","1","1","1"
"2928","1","1","1","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875"
"2929","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"2930","0.625","0.625","0.625","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2931","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2932","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"2933","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2934","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"2935","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2936","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2937","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875"
"2938","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","1","1","1"
"2939","0.625","0.625","0.625","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2940","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2941","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","1","1","1"
"2942","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2943","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2944","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"2945","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2946","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875"
"2947","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2948","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"2949","0.875","0.875","0.875","1","1","1","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"2950","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2951","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1"
"2952","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2953","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2954","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1"
"2955","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2956","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2957","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2958","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","1","1","1"
"2959","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"2960","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875","1","1","1"
"2961","0.8125","0.8125","0.8125","1","1","1","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2962","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","1","1","1"
"2963","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2964","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"2965","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","1","1","1"
"2966","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"2967","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2968","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2969","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"2970","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"2971","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"2972","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2973","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2974","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","1","1","1"
"2975","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2976","1","1","1","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2977","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2978","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","1","1","1"
"2979","0.8125","0.8125","0.8125","1","1","1","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"2980","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"2981","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"2982","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"2983","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"2984","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2985","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2986","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2987","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2988","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"2989","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"2990","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875"
"2991","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"2992","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2993","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"2994","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","1","1","1"
"2995","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"2996","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"2997","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2998","0.875","0.875","0.875","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"2999","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3000","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"3001","1","1","1","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3002","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3003","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3004","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","","",""
"3005","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"3006","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3007","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3008","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"3009","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3010","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3011","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"3012","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3013","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","1","1","1"
"3014","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"3015","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"3016","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"3017","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"3018","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3019","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"3020","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","1","1","1","0.9375","0.9375","0.9375"
"3021","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3022","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3023","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3024","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"3025","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"3026","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"3027","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3028","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"3029","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3030","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","1","1","1","0.75","0.75","0.75"
"3031","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3032","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3033","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3034","0.875","0.875","0.875","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3035","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"3036","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3037","","","","","","","","","","","","","","","","0.9375","0.9375","0.9375"
"3038","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3039","0.75","0.75","0.75","1","1","1","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","1","1","1"
"3040","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"3041","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3042","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"3043","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3044","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","1","1","1"
"3045","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3046","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","1","1","1"
"3047","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","1","1","1"
"3048","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
